CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Antiquity_months,Total_count_products,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,debt,Open_To_Buy,Total_Trans_Amt,Total_AmtTrans_Chng_Q4_Q1,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
713993208,Existing Customer,37,F,3,Doctorate,Married,Less than $40K,Blue,36,3,5,2,1438.3,0,1438.3,4314,0.861,82,0.864,0
717855933,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,27,3,2,3,1776,1586,190,4350,0.798,71,0.868,0.893
713436183,Existing Customer,42,F,3,High School,Married,$40K - $60K,Blue,29,4,3,2,5640,0,5640,4739,0.77,80,0.86,0
778360608,Existing Customer,42,F,1,College,Divorced,Less than $40K,Blue,22,5,3,2,2403,1105,1298,4186,0.735,77,0.711,0.46
710914158,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,5,1,2,3349,2517,832,4405,0.786,55,1.391,0.752
714789033,Attrited Customer,54,F,1,Graduate,Married,Less than $40K,Blue,50,3,3,3,3173,2517,656,2763,0.619,51,0.821,0.793
809811858,Attrited Customer,43,M,5,High School,Unknown,$80K - $120K,Blue,38,3,3,2,1504,0,1504,2530,0.987,43,0.344,0
826709658,Attrited Customer,45,F,3,Graduate,Divorced,$40K - $60K,Blue,41,1,3,3,1477,0,1477,2214,0.768,43,0.654,0
752648883,Existing Customer,49,F,2,College,Single,Less than $40K,Blue,41,6,3,1,2018,1366,652,4842,0.964,69,0.5,0.677
715771608,Existing Customer,41,M,3,Graduate,Married,$120K +,Silver,36,3,3,2,34516,1453,33063,4147,0.357,76,0.949,0.042
719061933,Existing Customer,44,F,4,Graduate,Married,Unknown,Blue,34,6,4,2,2105,0,2105,4190,0.656,67,0.914,0
792345258,Existing Customer,46,F,2,Uneducated,Divorced,Unknown,Blue,40,5,2,3,20080,0,20080,4620,0.56,70,0.667,0
711765708,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Blue,36,3,4,1,6690,1912,4778,3875,0.609,60,0.538,0.286
783393633,Existing Customer,46,M,3,Graduate,Unknown,$80K - $120K,Blue,37,6,4,3,1530,0,1530,4256,0.635,78,0.773,0
779667408,Existing Customer,58,M,1,Post-Graduate,Single,$80K - $120K,Blue,41,4,2,1,2915,1494,1421,4235,0.861,73,0.825,0.513
805461783,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,42,3,4,0,1438.3,0,1438.3,4735,0.635,87,0.673,0
719098308,Attrited Customer,56,F,2,High School,Single,Less than $40K,Blue,42,5,4,2,2423,268,2155,2516,0.804,59,0.639,0.111
771433608,Existing Customer,54,M,4,Uneducated,Single,$80K - $120K,Blue,42,5,2,2,11742,0,11742,4053,0.621,70,0.556,0
825811158,Existing Customer,51,F,2,High School,Single,Less than $40K,Blue,47,5,2,3,3069,2517,552,4512,0.73,83,0.766,0.82
715252383,Existing Customer,58,F,2,High School,Divorced,Unknown,Gold,36,5,4,3,34516,1864,32652,3595,0.664,52,0.733,0.054
809092458,Existing Customer,36,F,4,Uneducated,Married,$40K - $60K,Blue,31,5,2,3,2517,1336,1181,5211,0.755,83,0.804,0.531
713706258,Existing Customer,52,F,1,Unknown,Single,Less than $40K,Blue,43,6,2,1,1438.3,773,665.3,4890,1.138,63,0.909,0.537
714693708,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3,1,2216,1992,224,4103,0.789,77,0.711,0.899
721072908,Existing Customer,51,M,0,Doctorate,Single,$60K - $80K,Blue,36,6,2,3,3232,1346,1886,5102,0.697,69,0.643,0.416
716675358,Existing Customer,54,F,1,College,Single,Less than $40K,Blue,41,5,2,2,3478,941,2537,4607,0.711,83,0.93,0.271
708128733,Existing Customer,50,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814,0,1814,5014,0.852,99,0.623,0
711392508,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,25,4,2,1,1438.3,0,1438.3,4513,0.741,75,0.744,0
771420708,Existing Customer,42,F,4,Unknown,Single,Less than $40K,Blue,30,3,2,1,1446,621,825,4860,0.826,68,0.7,0.429
721207908,Existing Customer,47,F,5,High School,Single,Less than $40K,Blue,37,5,2,3,1493,0,1493,4655,0.605,95,0.638,0
715798608,Existing Customer,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244,1066,3178,4016,0.606,89,0.854,0.251
716758008,Existing Customer,40,M,5,High School,Single,$40K - $60K,Blue,20,5,2,1,2984,1879,1105,4813,0.675,83,0.729,0.63
714847983,Existing Customer,48,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,2,2713,2201,512,4220,0.716,79,0.612,0.811
716975583,Existing Customer,42,F,2,Unknown,Single,$40K - $60K,Blue,34,4,4,3,2471,1658,813,4406,0.682,62,0.676,0.671
804434058,Existing Customer,47,M,1,College,Married,$60K - $80K,Silver,42,6,4,2,27437,0,27437,4660,0.872,79,0.681,0
714293358,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,46,3,2,1,4166,989,3177,4584,0.967,70,1.258,0.237
710989008,Existing Customer,38,M,1,Graduate,Unknown,$40K - $60K,Blue,27,5,6,0,13100,1436,11664,3201,0.519,78,0.5,0.11
757194408,Attrited Customer,43,M,3,College,Married,$60K - $80K,Blue,36,2,3,3,1438.3,0,1438.3,1707,0.539,38,1.111,0
711459483,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,6,2,3,2242,0,2242,4845,0.658,66,0.941,0
762020133,Attrited Customer,37,F,3,High School,Married,Unknown,Blue,30,3,3,3,9874,0,9874,2446,0.491,47,0.567,0
719256483,Existing Customer,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432,1335,3097,4144,0.714,79,0.756,0.301
717211608,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,34,6,4,2,4975,1221,3754,4776,0.602,68,0.889,0.245
717125958,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,38,6,5,1,2652,1581,1071,4747,0.738,80,0.778,0.596
779261433,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,36,3,1,2,2043,1597,446,3553,0.814,61,0.694,0.782
780720258,Attrited Customer,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,2,3,3489,2517,972,2684,0.721,39,0.56,0.721
715593783,Existing Customer,52,M,1,Unknown,Married,$80K - $120K,Blue,36,4,2,2,14858,1594,13264,4286,0.51,72,0.636,0.107
770858283,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822,2182,640,5371,0.768,93,0.824,0.773
718570158,Existing Customer,54,F,4,College,Single,Less than $40K,Blue,44,3,3,2,2901,2517,384,4731,0.608,83,0.804,0.868
711039633,Existing Customer,52,F,4,Post-Graduate,Married,Less than $40K,Blue,36,5,3,3,1594,0,1594,4653,0.472,65,0.667,0
714074808,Existing Customer,58,F,0,High School,Married,Less than $40K,Blue,36,3,3,1,2241,1670,571,4653,0.704,75,0.63,0.745
710439483,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,39,3,4,2,2581,1722,859,4431,0.765,79,0.717,0.667
717516333,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,33,6,4,1,14713,905,13808,4125,0.817,82,0.822,0.062
788835408,Attrited Customer,49,F,3,Unknown,Married,Less than $40K,Blue,33,6,3,3,2910,0,2910,2648,0.789,41,0.464,0
716414958,Existing Customer,39,F,3,High School,Single,Unknown,Blue,36,3,3,3,2366,1927,439,3659,0.631,66,0.833,0.814
712327608,Attrited Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2708,0,2708,2321,0.673,45,0.552,0
796326483,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,5,4,3,1681,0,1681,5416,0.994,82,0.952,0
714146208,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,32,6,1,1,2594,2159,435,3872,0.792,71,0.511,0.832
779166783,Existing Customer,41,F,4,Unknown,Single,$40K - $60K,Blue,31,5,1,2,2128,1383,745,3968,0.679,81,0.761,0.65
720818658,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,38,3,3,3,1438.3,0,1438.3,4594,0.679,86,0.72,0
712982808,Attrited Customer,47,M,2,Doctorate,Divorced,$80K - $120K,Blue,32,1,3,3,1438.3,0,1438.3,2388,0.454,42,0.5,0
718657083,Existing Customer,46,M,3,High School,Married,$60K - $80K,Blue,36,4,3,1,4696,0,4696,4828,0.732,62,1.583,0
715222533,Attrited Customer,52,F,3,Graduate,Married,Less than $40K,Blue,36,5,3,3,2566,1079,1487,2340,0.554,36,0.5,0.42
718187508,Existing Customer,53,F,2,Unknown,Married,Unknown,Blue,36,3,4,3,2592,1364,1228,4208,0.679,68,0.7,0.526
802455633,Existing Customer,56,F,1,Unknown,Single,Less than $40K,Blue,50,4,4,1,1698,0,1698,4371,0.847,74,0.897,0
714493983,Existing Customer,57,F,2,Graduate,Married,$40K - $60K,Blue,47,5,2,2,4682,1010,3672,4322,0.638,83,0.694,0.216
780664758,Existing Customer,56,F,2,Uneducated,Married,$40K - $60K,Blue,44,6,1,2,4439,1513,2926,4532,0.752,95,0.696,0.341
718466883,Existing Customer,34,F,1,Uneducated,Single,Less than $40K,Blue,25,6,1,2,2689,1618,1071,4237,0.587,79,0.681,0.602
771338658,Existing Customer,46,M,2,High School,Married,$80K - $120K,Blue,30,6,3,1,11670,915,10755,4277,0.892,89,0.854,0.078
709052883,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,36,3,1,1,1596,0,1596,5678,0.788,81,0.8,0
708373083,Attrited Customer,40,F,4,Unknown,Married,$40K - $60K,Blue,30,1,3,4,3356,2517,839,2032,0.583,39,0.147,0.75
716157408,Existing Customer,53,M,0,High School,Married,$60K - $80K,Blue,46,4,4,2,1590,0,1590,4229,0.556,73,1.086,0
713305233,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,5,5,2,4994,0,4994,4802,0.717,81,0.761,0
713000058,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Silver,44,4,2,3,16406,0,16406,4075,0.627,75,0.63,0
714909858,Existing Customer,52,F,2,Unknown,Married,Less than $40K,Blue,36,6,3,1,2451,1733,718,5283,0.724,90,0.698,0.707
804371733,Existing Customer,40,M,2,Uneducated,Married,$80K - $120K,Blue,29,5,2,3,9109,1347,7762,3991,0.695,84,0.867,0.148
772846383,Existing Customer,45,F,1,Unknown,Single,Less than $40K,Blue,36,3,4,1,2632,1480,1152,4787,0.588,89,0.679,0.562
712552608,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,34,3,3,1,1438.3,0,1438.3,2658,0.714,43,0.654,0
719887008,Existing Customer,38,F,3,Graduate,Married,Less than $40K,Blue,36,5,4,3,1757,1352,405,4121,0.879,81,0.421,0.769
773342808,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,40,6,4,3,2711,1793,918,5084,0.681,79,0.717,0.661
708375858,Existing Customer,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776,1341,1435,4318,0.744,68,0.943,0.483
789417708,Existing Customer,44,F,2,Uneducated,Married,$40K - $60K,Blue,35,3,2,1,1438.3,1091,347.3,4988,0.702,90,0.731,0.759
794675058,Attrited Customer,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,3,2,5015,1963,3052,2491,0.881,43,0.87,0.391
718034058,Existing Customer,40,M,4,Graduate,Single,$60K - $80K,Blue,36,3,2,2,8529,901,7628,4252,0.764,68,0.511,0.106
778919583,Existing Customer,49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604,1112,492,4253,0.618,68,0.744,0.693
713850783,Existing Customer,56,F,1,College,Married,Unknown,Blue,36,6,2,2,4263,0,4263,4876,0.64,70,1.188,0
814785108,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493,1655,838,4473,0.907,76,0.9,0.664
809616108,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,1568,2812,0.611,59,0.788,0
809378133,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521,0,1521,4880,0.791,79,0.549,0
779658408,Existing Customer,48,M,2,Graduate,Single,$40K - $60K,Blue,31,6,3,3,3261,1730,1531,4242,0.682,65,0.667,0.531
717954333,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,1781,935,846,5093,0.868,77,0.974,0.525
737052258,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284,2517,2767,4525,0.674,63,0.537,0.476
708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590,0,5590,1507,0.01,32,0,0
715047333,Existing Customer,57,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734,980,754,4313,0.639,92,0.917,0.565
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645,931,6714,5016,0.894,73,0.622,0.122
717107808,Existing Customer,48,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,6,4,2,1438.3,1218,220.3,4600,0.752,76,0.617,0.847
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207,1527,680,4159,0.861,64,1.133,0.692
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723,1010,713,4112,0.704,82,0.864,0.586
803339583,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644,0,1644,4898,1.033,82,0.783,0
708972783,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,2297,0.657,44,0.63,0
710157108,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376,1661,1715,4629,0.618,75,0.923,0.492
721483158,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298,0,7298,4512,0.589,72,0.756,0
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,8383,2600,0.809,44,0.517,0
710436108,Existing Customer,41,M,4,High School,Unknown,$40K - $60K,Blue,29,5,4,2,3600,746,2854,4184,0.824,61,0.694,0.207
779870883,Existing Customer,45,F,4,High School,Single,$40K - $60K,Blue,29,3,2,1,4595,1781,2814,3746,0.708,68,0.545,0.388
817188408,Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795,1832,963,4679,0.839,67,0.861,0.655
719723658,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768,0,1768,4628,0.788,90,0.837,0
806189658,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780,893,887,4630,0.609,73,0.587,0.502
789070233,Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,1223,4339,0.686,72,0.6,0.591
712013808,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717,1720,997,4196,0.869,71,0.614,0.633
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887,0,2887,3941,0.581,82,1.158,0
809452383,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438.3,0,1438.3,4733,0.707,89,0.816,0
714413283,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879,860,10019,4629,0.974,69,0.725,0.079
712407783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809,1181,628,4452,0.656,83,0.596,0.653
720062508,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628,0,1628,2527,0.876,41,0.64,0
717878883,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438.3,0,1438.3,4463,0.678,71,0.821,0
714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,1586,2109,0.497,41,0.414,0
753208833,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311,1320,991,3967,0.658,71,0.69,0.571
721241583,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109,1205,904,2935,0.514,60,0.935,0.571
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,505,5019,0.807,78,0.696,0.677
711540108,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438.3,0,1438.3,2316,0.676,48,0.5,0
823878408,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981,757,2224,4824,0.764,76,0.81,0.254
779533983,Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295,723,4572,4412,0.793,90,0.579,0.137
713583408,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,2179,0.544,50,1.273,0.195
714037308,Existing Customer,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210,1002,1208,4798,0.938,86,0.654,0.453
715581633,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972,0,1972,5085,0.761,73,0.587,0
795684783,Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384,1596,788,3149,0.831,59,0.903,0.669
718645308,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311,1222,1089,4730,0.674,89,0.745,0.529
717870108,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912,1172,740,4841,0.827,81,0.884,0.613
815515158,Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147,1402,745,4240,0.612,69,0.683,0.653
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,3214,2119,0.435,44,0.517,0
715058433,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006,879,2127,5125,0.759,87,0.74,0.292
794771208,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735,1942,793,3724,0.582,66,0.692,0.71
720180633,Existing Customer,50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390,2385,1005,4128,0.656,73,0.698,0.704
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,34302,1201,0,22,0,0.006
778933983,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249,2012,9237,3882,0.659,55,0.964,0.179
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484,1495,989,4084,0.922,86,0.536,0.602
825368658,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,1664,1268,4795,0.612,82,0.708,0.568
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882,2081,801,4933,0.644,103,0.661,0.722
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658,694,1964,4774,0.722,92,0.769,0.261
749571633,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589,1336,4253,4262,0.944,75,1.027,0.239
713914683,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484,885,599,4819,0.951,74,0.805,0.596
713301633,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678,1162,516,4402,0.722,87,0.851,0.692
711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373,0,12373,2462,0.71,40,0.429,0
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846,1606,1240,5092,0.697,86,0.792,0.564
711716133,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585,1381,204,2360,0.706,40,0.379,0.871
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837,834,2003,3892,0.427,69,0.408,0.294
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,989,4678,0.715,91,0.655,0.521
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789,0,20789,4105,0.82,67,0.718,0
718957083,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,1449,4797,0.785,88,0.913,0
720872433,Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,3911,2867,0.897,42,0.556,0
779403558,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737,0,1737,4611,0.653,73,0.973,0
788994783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,1258,4519,0.672,76,0.854,0.307
715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848,2517,2331,2353,0.651,53,0.828,0.519
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,667,4615,0.804,90,0.667,0.581
716766033,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768,1242,526,4439,0.776,65,0.806,0.702
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128,2344,5784,4251,0.788,80,1.051,0.288
810986883,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557,1898,659,4808,0.772,83,0.694,0.742
819200133,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991,642,2349,4646,0.76,62,0.55,0.215
710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516,0,34516,1592,0.482,35,0.346,0
714488433,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099,2517,16582,4837,0.628,77,0.75,0.132
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559,1680,2879,4934,0.628,76,0.949,0.369
827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,1696,21285,4192,0.466,66,0.571,0.074
710669733,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358,1965,393,4922,0.614,80,0.6,0.833
716498883,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,21382,3577,0.605,64,0.882,0.031
780529908,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023,1331,692,5098,0.624,79,0.681,0.658
714028083,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222,0,2222,4095,0.769,65,0.912,0
714572208,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438.3,788,650.3,4297,0.741,65,0.585,0.548
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,2131,0.483,43,0.387,0
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937,733,1204,4547,0.826,73,0.973,0.378
809311758,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219,1503,23716,4429,0.944,87,0.642,0.06
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,2039,0.478,34,0.36,0
789087858,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,2473,888,4589,0.895,69,1.029,0.736
711264033,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786,1516,3270,4973,0.94,74,0.85,0.317
770180808,Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438.3,0,1438.3,5001,0.919,91,0.625,0
789271533,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438.3,908,530.3,4653,0.615,74,0.897,0.631
720152058,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725,2444,281,4965,0.959,85,0.809,0.897
826490133,Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039,1600,8439,4685,0.7,76,0.9,0.159
717966933,Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467,1446,1021,5024,0.73,81,0.62,0.586
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438.3,0,1438.3,5015,0.775,68,0.789,0
771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,2705,0.756,35,0.522,0.106
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,484,4455,0.973,67,0.763,0.781
708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,2183,0.577,39,0.696,0.835
789508758,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170,641,3529,3669,0.815,67,0.595,0.154
780653208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300,2517,783,3784,0.94,55,1.115,0.763
709077933,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,4740,4460,0.892,62,0.676,0.126
715200783,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015,807,1208,5209,0.831,76,0.767,0.4
710526633,Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048,1599,449,4855,0.613,88,0.872,0.781
714186108,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152,1682,470,4126,1.051,71,0.972,0.782
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,2096,0.722,50,0.471,0.619
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,33443,4485,0.558,86,0.755,0.031
708186933,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,1094,2254,0.737,45,0.406,0.399
778937583,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228,1449,779,4382,0.61,83,0.694,0.65
708498033,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279,1837,442,2789,0.853,52,0.677,0.806
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,2520,0.722,45,0.452,0
751607058,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686,0,1686,4413,0.812,77,0.75,0
718194858,Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942,1488,454,4940,0.816,88,0.796,0.766
827123883,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858,0,3858,4472,0.67,92,0.614,0
711473058,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651,1368,10283,3870,0.563,64,0.561,0.117
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449,1914,7535,4658,0.87,93,0.722,0.203
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,2229,0.505,45,0.406,0
